emissoes_ultimos_3_meses,emissoes_ultimo_mes,crescimento_emissoes,tickets_abertos_ultimos_3_meses,tickets_abertos_ultimo_mes,crescimento_tickets_abertos,atraso_fatura_ultimos_3_meses,atraso_fatura_ultimo_mes,mes,cancelamento
9033,3049,1.01,7,1,0.33,2,0,3,0
5199,1782,1.03,12,4,1.00,2,0,11,0
1149,412,1.08,13,4,0.80,0,0,10,0
6937,2329,1.01,9,3,1.00,0,0,11,0
5725,1921,1.01,12,3,0.75,1,0,2,0
1636,571,1.05,6,2,1.00,0,0,6,0
2813,987,1.05,2,0,0.00,2,0,5,0
9063,3044,1.01,9,2,0.67,0,0,7,0
2062,373,0.54,52,20,1.11,2,0,6,0
2449,843,1.03,12,3,0.75,0,0,12,0
368,154,1.25,6,2,1.00,2,0,3,0
5028,1708,1.02,10,2,0.50,1,0,4,1
8625,2906,1.01,7,2,0.67,0,0,8,0
4075,1390,1.02,3,1,1.00,0,0,6,0
1423,502,1.06,10,3,0.75,0,0,10,0
4126,1400,1.02,11,2,0.50,0,0,6,1
6242,1228,0.59,22,9,1.12,2,0,1,1
1132,391,1.03,15,3,0.60,0,0,1,1
8102,2739,1.01,4,2,1.00,0,0,6,0
1643,574,1.05,9,1,0.33,0,0,10,1
4667,1584,1.02,6,2,1.00,0,0,1,1
5043,1717,1.02,14,3,0.60,1,0,12,0
9557,1903,0.60,27,18,2.00,1,0,6,1
2556,888,1.04,8,1,0.33,0,0,1,0
5938,1996,1.01,1,0,0.00,1,0,8,0
2684,926,1.03,10,3,0.75,0,0,12,0
8937,2994,1.01,10,3,0.75,0,0,6,0
2441,475,0.58,34,14,1.17,2,1,7,1
4912,1683,1.03,15,5,1.00,2,0,4,0
7277,2464,1.02,15,5,1.00,0,0,4,0
2499,869,1.04,9,3,1.00,0,0,8,0
6188,2097,1.02,6,2,1.00,0,0,7,1
4829,1631,1.01,15,3,0.60,0,0,10,1
6371,2151,1.01,13,4,0.80,0,0,2,0
8805,2967,1.01,6,2,1.00,0,0,12,0
7525,2529,1.01,11,4,1.00,2,1,10,0
4720,1588,1.01,6,2,1.00,0,0,7,0
6593,2215,1.01,5,2,1.00,1,0,6,0
4098,1407,1.03,8,3,1.00,0,0,3,1
2813,949,1.01,11,3,0.75,0,0,4,0
8695,2932,1.01,5,2,1.00,0,0,4,0
1295,445,1.03,6,2,1.00,1,0,11,0
2554,464,0.54,36,14,1.17,1,0,7,1
7777,2623,1.01,4,2,1.00,1,0,12,0
6653,1301,0.59,49,20,1.18,2,1,6,1
594,216,1.09,0,0,0.00,0,0,9,0
4961,953,0.58,35,21,1.75,3,1,7,1
4541,1549,1.02,3,1,1.00,0,0,12,0
2136,409,0.57,27,18,2.00,1,0,11,1
4856,1657,1.02,4,2,1.00,0,0,4,0
2254,772,1.03,9,2,0.67,0,0,12,1
8643,1721,0.60,40,23,1.64,0,0,7,1
3276,1106,1.01,9,3,1.00,0,0,4,0
5461,1870,1.03,12,3,0.75,2,0,1,0
2971,1036,1.05,1,0,0.00,0,0,6,1
2252,431,0.57,47,20,1.25,3,1,6,1
2070,717,1.04,13,4,0.80,0,0,7,0
4000,778,0.58,50,18,1.06,2,1,6,1
1131,414,1.10,5,2,1.00,0,0,3,0
2154,384,0.53,36,22,1.83,1,1,7,1
2024,720,1.07,11,2,0.50,1,0,1,1
4281,1452,1.02,1,0,0.00,2,0,2,1
1203,211,0.53,46,22,1.38,2,0,6,1
3466,1169,1.01,2,0,0.00,0,0,2,0
9519,3195,1.01,14,4,0.80,0,0,6,0
5650,1924,1.02,2,0,0.00,0,0,3,0
6800,2304,1.02,5,2,1.00,0,0,6,1
7848,1552,0.59,44,24,1.60,0,0,6,1
5996,1160,0.58,29,17,1.70,1,1,7,1
5684,1090,0.58,39,20,1.54,2,1,6,0
4349,1487,1.03,11,4,1.00,2,0,2,0
930,359,1.16,0,0,0.00,2,0,3,1
7578,2566,1.02,9,2,0.67,0,0,10,1
2973,1020,1.03,3,1,1.00,1,0,4,1
9658,3266,1.01,7,2,0.67,0,0,7,0
4537,881,0.58,46,21,1.31,0,0,7,1
1132,411,1.09,8,3,1.00,0,0,2,1
9843,3329,1.01,6,2,1.00,0,0,3,0
3485,1173,1.01,4,2,1.00,1,1,7,1
7358,2498,1.02,11,2,0.50,0,0,7,0
8878,1749,0.59,45,19,1.27,3,1,7,0
6980,2375,1.02,0,0,0.00,0,0,4,0
1698,577,1.02,15,5,1.00,1,0,8,0
5640,1121,0.60,36,19,1.58,0,0,6,1
6538,2193,1.01,13,4,0.80,1,0,10,0
7013,1382,0.59,27,15,1.67,2,1,2,1
7714,2598,1.01,5,2,1.00,0,0,9,0
5991,2025,1.01,1,0,0.00,0,0,2,0
785,129,0.49,34,15,1.25,3,0,6,1
9990,3353,1.01,7,2,0.67,2,0,12,1
3769,1297,1.03,14,5,1.00,0,0,6,0
7587,1468,0.58,58,21,1.05,2,1,7,1
867,316,1.09,14,5,1.00,1,0,12,1
9397,3149,1.01,2,0,0.00,2,0,12,0
9329,3125,1.00,1,0,0.00,0,0,9,1
9902,3351,1.02,10,2,0.50,2,0,1,0
504,204,1.21,6,2,1.00,0,0,7,0
8251,2772,1.01,1,0,0.00,1,0,6,1
4120,1397,1.02,10,3,0.75,2,0,7,1
8266,1637,0.59,44,19,1.27,1,1,7,1
8773,2941,1.01,6,2,1.00,0,0,11,0
645,253,1.18,1,0,0.00,0,0,3,1
2707,921,1.02,12,2,0.50,0,0,1,1
8793,2955,1.01,7,1,0.33,0,0,3,0
1316,450,1.03,3,1,1.00,1,0,11,0
6909,1340,0.58,27,13,1.44,2,0,9,1
9967,3351,1.01,13,3,0.60,1,0,11,0
9880,3315,1.01,5,2,1.00,0,0,12,0
7031,2392,1.02,8,3,1.00,0,0,1,0
9010,1765,0.59,35,16,1.33,2,0,6,1
8208,2749,1.00,7,1,0.33,1,0,8,0
6954,2367,1.02,13,3,0.60,0,0,7,0
6883,2324,1.01,15,4,0.80,2,0,10,0
7678,2594,1.01,13,4,0.80,1,0,3,1
5414,1817,1.01,14,3,0.60,1,0,10,0
4209,807,0.58,46,24,1.50,3,1,7,1
1147,194,0.51,46,25,1.56,3,0,6,1
4421,1495,1.01,2,0,0.00,0,0,3,0
7837,2638,1.01,13,3,0.60,1,0,3,0
5194,1019,0.59,31,19,1.73,3,1,7,1
5667,1905,1.01,7,3,1.00,0,0,8,0
1014,154,0.46,40,18,1.29,1,0,6,0
6993,2359,1.01,15,3,0.60,0,0,9,0
1965,387,0.59,52,20,1.11,3,0,6,1
2433,859,1.06,9,3,1.00,2,0,4,0
9213,3109,1.01,2,0,0.00,2,0,7,1
9495,3206,1.01,6,2,1.00,0,0,8,0
1267,233,0.55,30,16,1.60,3,1,6,1
313,29,0.28,30,19,1.90,1,1,2,1
9177,3093,1.01,2,0,0.00,0,0,7,0
3425,641,0.56,59,25,1.25,2,1,7,1
1276,471,1.11,13,5,1.00,0,0,5,0
9873,3330,1.01,12,4,1.00,0,0,9,0
7576,2546,1.01,11,4,1.00,1,0,1,0
2015,704,1.05,10,4,1.00,0,0,4,0
2462,861,1.05,15,3,0.60,0,0,3,1
2090,379,0.54,33,20,1.82,1,0,7,1
8343,2821,1.01,2,0,0.00,0,0,8,0
6727,2291,1.02,13,3,0.60,0,0,2,0
8582,2888,1.01,11,4,1.00,0,0,6,0
9471,3170,1.00,15,3,0.60,0,0,6,0
5025,973,0.58,11,12,3.00,3,1,9,1
5886,1993,1.02,1,0,0.00,1,1,2,0
7099,2384,1.01,11,2,0.50,0,0,7,0
4788,1646,1.03,8,3,1.00,2,1,2,0
311,137,1.32,13,3,0.60,1,0,10,0
8148,2747,1.01,15,3,0.60,1,0,5,0
518,82,0.47,30,14,1.40,3,1,6,1
3167,1079,1.02,7,1,0.33,0,0,6,1
6322,1227,0.58,25,9,1.00,3,1,1,1
1092,378,1.04,12,3,0.75,0,0,9,0
5244,1760,1.01,13,3,0.60,0,0,12,0
9302,3120,1.01,13,3,0.60,0,0,11,0
3280,1141,1.04,2,0,0.00,0,0,12,1
2808,958,1.02,10,3,0.75,0,0,4,1
9627,3249,1.01,13,5,1.00,0,0,8,0
8372,2801,1.00,6,2,1.00,0,0,8,1
6946,2365,1.02,8,3,1.00,0,0,10,0
1023,175,0.51,57,21,1.11,2,0,6,1
8391,2812,1.01,11,2,0.50,1,0,2,0
6131,2093,1.02,4,2,1.00,1,0,11,0
5632,1909,1.02,11,2,0.50,2,1,9,0
7387,2491,1.01,7,3,1.00,1,1,5,1
6686,2268,1.02,3,1,1.00,1,0,6,0
6184,2094,1.02,2,0,0.00,0,0,3,0
755,276,1.10,14,3,0.60,0,0,2,1
1462,513,1.05,9,3,1.00,0,0,4,0
9238,3095,1.00,9,1,0.33,0,0,3,0
8611,2917,1.02,1,0,0.00,0,0,1,0
7791,2643,1.02,12,4,1.00,1,0,6,1
7400,2486,1.01,8,1,0.33,1,0,4,0
7616,2565,1.01,7,1,0.33,0,0,2,1
458,49,0.32,37,19,1.46,2,0,7,1
4185,1443,1.03,3,1,1.00,2,0,3,0
627,253,1.21,14,5,1.00,0,0,4,0
9574,3223,1.01,7,1,0.33,1,0,7,0
8512,2886,1.02,4,2,1.00,2,1,5,0
6300,2135,1.02,12,4,1.00,0,0,8,0
9800,3304,1.01,12,3,0.75,2,1,2,0
1305,451,1.04,15,4,0.80,0,0,6,1
572,224,1.17,4,2,1.00,0,0,1,0
5863,1126,0.58,33,14,1.27,1,1,6,1
2363,803,1.02,0,0,0.00,0,0,5,0
5276,1795,1.02,4,2,1.00,1,0,1,0
3662,1260,1.03,12,3,0.75,0,0,10,0
7611,2553,1.01,13,3,0.60,1,1,9,1
6697,2276,1.02,4,2,1.00,1,1,6,0
857,320,1.12,10,3,0.75,0,0,9,0
9095,3069,1.01,5,2,1.00,0,0,3,0
7220,2447,1.02,5,2,1.00,0,0,7,1
9534,1896,0.60,13,13,2.60,2,0,12,1
3878,1333,1.03,6,2,1.00,0,0,10,0
9736,3294,1.01,2,0,0.00,1,1,7,1
923,328,1.06,4,2,1.00,0,0,9,0
3477,1171,1.01,0,0,0.00,0,0,5,0
1272,440,1.04,14,4,0.80,1,0,8,0
6476,2186,1.01,1,0,0.00,2,0,9,0
5510,1852,1.01,4,2,1.00,0,0,9,0
976,362,1.11,7,2,0.67,2,0,7,0
3618,1246,1.03,1,0,0.00,0,0,1,0
4422,1496,1.01,1,0,0.00,0,0,5,0
7768,1511,0.58,44,18,1.20,2,1,6,1
1539,553,1.08,6,2,1.00,0,0,12,0
9201,3086,1.01,0,0,0.00,0,0,4,1
4071,771,0.57,51,27,1.59,1,1,7,0
1428,508,1.07,4,2,1.00,0,0,2,0
5074,1737,1.03,12,3,0.75,1,0,6,0
7576,2539,1.01,1,0,0.00,0,0,9,0
5142,1741,1.02,8,1,0.33,0,0,6,0
2937,540,0.55,15,8,1.60,2,0,12,1
6807,2295,1.01,8,1,0.33,2,0,4,0
3382,1138,1.01,5,2,1.00,0,0,2,0
9158,1819,0.60,38,19,1.46,2,1,7,1
2658,916,1.03,15,3,0.60,0,0,2,0
7416,2521,1.02,1,0,0.00,0,0,5,0
8772,2957,1.01,10,4,1.00,0,0,12,0
1427,263,0.55,35,17,1.42,0,0,7,1
6607,2229,1.01,4,2,1.00,0,0,8,0
7241,2441,1.01,12,2,0.50,1,0,1,0
5572,1878,1.01,3,1,1.00,2,1,7,0
5683,1129,0.60,40,14,1.00,1,1,7,1
6470,2195,1.02,14,3,0.60,2,0,8,1
6752,2286,1.02,11,3,0.75,1,1,8,0
3938,1359,1.04,12,4,1.00,1,0,1,0
1486,259,0.52,56,27,1.42,2,0,6,0
2163,749,1.04,7,1,0.33,1,1,2,0
7644,2579,1.01,11,4,1.00,0,0,3,1
1899,677,1.07,2,0,0.00,2,0,12,1
5335,1804,1.01,6,2,1.00,1,0,12,0
7221,2426,1.01,13,5,1.00,1,0,7,1
4933,1667,1.01,1,0,0.00,0,0,2,0
1659,581,1.05,9,1,0.33,0,0,3,0
6981,2358,1.01,7,3,1.00,0,0,9,0
7117,2423,1.02,15,5,1.00,0,0,12,0
2389,809,1.02,1,0,0.00,0,0,3,1
9092,1786,0.59,47,19,1.19,1,1,6,1
1804,634,1.05,4,2,1.00,0,0,3,0
6591,2243,1.02,15,3,0.60,2,1,4,0
9356,3142,1.01,8,3,1.00,0,0,7,0
8860,2997,1.01,13,3,0.60,0,0,1,0
582,213,1.10,3,1,1.00,1,0,8,0
7729,1516,0.59,10,12,3.00,1,1,5,1
3390,1144,1.01,10,3,0.75,2,0,6,0
2741,945,1.03,0,0,0.00,0,0,5,0
8110,2718,1.01,4,2,1.00,2,0,6,0
9849,3297,1.00,1,0,0.00,1,1,9,0
4449,1512,1.02,11,2,0.50,1,0,7,1
4360,1489,1.02,11,4,1.00,0,0,10,0
4112,779,0.57,19,13,1.86,3,1,9,1
7527,2552,1.02,13,3,0.60,0,0,9,0
2710,931,1.03,5,2,1.00,0,0,7,0
886,336,1.14,13,4,0.80,1,0,4,0
940,358,1.14,4,2,1.00,0,0,9,0
1532,258,0.50,40,22,1.57,1,1,6,0
5292,1788,1.01,4,2,1.00,0,0,8,1
771,288,1.12,10,4,1.00,0,0,12,0
5371,1817,1.01,8,1,0.33,0,0,7,0
9208,3101,1.01,10,2,0.50,1,0,8,0
877,311,1.06,15,4,0.80,0,0,12,0
7828,2660,1.02,12,2,0.50,0,0,5,0
9122,3064,1.01,0,0,0.00,0,0,5,0
318,116,1.09,1,0,0.00,1,0,2,0
5244,1008,0.58,35,18,1.50,1,1,6,0
3674,697,0.57,26,14,1.56,3,0,10,1
5170,1764,1.02,10,4,1.00,1,1,7,1
5089,1735,1.02,7,3,1.00,0,0,8,0
9687,3271,1.01,7,3,1.00,1,0,2,0
2742,955,1.04,10,2,0.50,2,0,1,1
816,122,0.45,34,12,1.00,1,1,6,1
3555,662,0.56,51,26,1.53,3,0,6,1
8320,2798,1.01,15,5,1.00,1,0,10,1
3466,1198,1.04,3,1,1.00,0,0,12,0
3218,1093,1.02,2,0,0.00,0,0,10,0
6017,2038,1.02,6,2,1.00,1,0,4,0
4717,1602,1.02,8,3,1.00,0,0,12,0
5322,1804,1.02,5,2,1.00,0,0,6,0
8919,2996,1.01,13,3,0.60,0,0,7,0
3594,1247,1.04,5,2,1.00,0,0,11,0
9437,3162,1.01,15,5,1.00,0,0,8,0
8974,1758,0.59,49,24,1.41,2,0,7,1
1677,596,1.07,3,1,1.00,0,0,1,1
8092,1605,0.59,21,8,1.14,3,1,11,1
1271,466,1.10,4,2,1.00,1,0,10,1
7561,1490,0.59,42,19,1.36,1,1,7,1
6050,2046,1.01,2,0,0.00,0,0,6,0
6075,2060,1.02,15,5,1.00,0,0,4,0
1677,582,1.04,6,2,1.00,0,0,5,0
6135,1181,0.58,36,22,1.83,2,0,6,1
4608,1546,1.01,3,1,1.00,2,0,2,0
2043,693,1.02,15,4,0.80,0,0,12,0
4470,1517,1.02,13,4,0.80,0,0,5,0
7308,2452,1.01,5,2,1.00,1,0,4,1
3955,1356,1.03,2,0,0.00,1,0,12,0
5194,1748,1.01,3,1,1.00,0,0,11,0
1492,529,1.06,6,2,1.00,0,0,6,0
6313,2119,1.01,8,2,0.67,2,0,11,0
9393,3175,1.01,0,0,0.00,2,0,12,0
484,63,0.39,55,25,1.32,2,1,6,1
1748,620,1.06,13,4,0.80,1,0,12,0
9003,3047,1.02,1,0,0.00,1,0,5,1
631,229,1.09,6,2,1.00,1,1,1,0
391,179,1.37,9,3,1.00,0,0,2,0
645,246,1.14,7,1,0.33,0,0,10,1
5347,1034,0.58,49,19,1.12,1,1,6,1
9011,3046,1.01,11,3,0.75,0,0,5,0
5458,1859,1.02,12,4,1.00,0,0,6,0
8107,2731,1.01,3,1,1.00,0,0,7,0
3520,1219,1.04,15,4,0.80,0,0,11,0
1023,378,1.11,15,3,0.60,2,1,3,0
5910,2016,1.02,14,3,0.60,1,0,5,0
1219,425,1.04,0,0,0.00,0,0,2,1
5294,1799,1.02,2,0,0.00,0,0,10,0
7762,1518,0.59,34,13,1.08,2,1,7,0
4784,1644,1.03,12,2,0.50,0,0,8,0
7991,2699,1.01,7,2,0.67,0,0,11,0
3372,636,0.57,26,9,1.00,3,0,3,1
2203,759,1.03,4,2,1.00,0,0,1,0
2209,787,1.07,14,5,1.00,1,1,10,0
7050,2374,1.01,14,5,1.00,2,0,11,1
8593,2907,1.01,5,2,1.00,0,0,11,1
7517,2538,1.01,15,3,0.60,2,0,8,0
8852,1743,0.59,17,10,1.67,1,1,1,1
9152,3072,1.01,6,2,1.00,0,0,2,1
7313,2464,1.01,13,4,0.80,0,0,9,0
3894,1328,1.02,1,0,0.00,0,0,3,0
3717,1254,1.01,15,3,0.60,0,0,9,0
7198,2437,1.02,11,2,0.50,0,0,9,0
5935,2025,1.02,10,3,0.75,1,0,10,1
9634,3250,1.01,3,1,1.00,0,0,6,1
3850,1308,1.02,12,3,0.75,0,0,11,0
429,56,0.39,38,16,1.23,1,1,6,1
8514,2853,1.01,13,3,0.60,2,0,9,0
3637,1242,1.02,3,1,1.00,0,0,7,0
5450,1857,1.02,6,2,1.00,0,0,11,1
5332,1826,1.03,15,4,0.80,1,0,8,1
1992,699,1.05,15,5,1.00,1,0,3,0
8049,1578,0.59,18,15,2.50,2,1,5,1
1087,180,0.50,51,24,1.41,0,0,6,1
5422,1833,1.01,4,2,1.00,0,0,9,0
6496,2201,1.02,12,3,0.75,0,0,12,0
1312,484,1.11,5,2,1.00,1,1,2,0
3560,1233,1.04,3,1,1.00,0,0,11,0
4556,1550,1.02,13,5,1.00,1,0,2,1
8070,2723,1.01,4,2,1.00,0,0,10,0
1711,616,1.08,2,0,0.00,2,0,4,0
3543,1201,1.02,13,4,0.80,1,0,7,0
5413,1821,1.01,10,2,0.50,0,0,7,1
6882,2308,1.01,4,2,1.00,0,0,4,0
369,165,1.34,11,2,0.50,0,0,8,0
2829,975,1.03,10,4,1.00,0,0,6,0
9224,3085,1.00,7,2,0.67,0,0,8,0
8862,2985,1.01,7,1,0.33,0,0,12,0
5754,1954,1.02,2,0,0.00,0,0,4,0
4398,1497,1.02,0,0,0.00,1,0,3,0
4229,829,0.59,32,16,1.45,1,1,6,1
3339,1158,1.04,3,1,1.00,0,0,11,0
4729,1626,1.03,14,3,0.60,0,0,10,0
8058,2708,1.01,12,3,0.75,2,0,10,0
4106,1417,1.04,13,5,1.00,1,0,5,0
3767,1281,1.02,13,4,0.80,0,0,4,1
2588,885,1.03,12,4,1.00,0,0,9,0
2599,501,0.58,37,21,1.62,3,1,6,1
1336,491,1.10,15,3,0.60,0,0,12,0
7178,2410,1.01,13,3,0.60,2,0,4,0
842,306,1.09,15,5,1.00,0,0,9,0
7530,2520,1.00,8,2,0.67,0,0,3,0
7600,1511,0.60,30,18,1.80,2,1,7,1
3623,1219,1.01,1,0,0.00,2,0,8,0
310,123,1.18,10,4,1.00,2,0,1,0
9625,3231,1.01,2,0,0.00,0,0,4,1
765,287,1.13,7,1,0.33,0,0,12,0
4243,1463,1.03,1,0,0.00,2,0,7,0
7288,2461,1.01,13,5,1.00,0,0,9,0
1067,399,1.12,4,2,1.00,0,0,11,0
5083,976,0.58,49,19,1.12,1,1,7,0
8505,2856,1.01,4,2,1.00,0,0,11,0
8084,2739,1.02,5,2,1.00,0,0,2,0
8933,3013,1.01,13,4,0.80,0,0,8,0
8408,2835,1.01,6,2,1.00,1,1,8,0
4305,848,0.59,48,18,1.12,1,0,6,1
1753,610,1.04,0,0,0.00,2,0,12,1
6980,2361,1.01,7,3,1.00,0,0,4,1
4130,791,0.57,51,26,1.53,2,0,7,1
7372,2482,1.01,10,4,1.00,0,0,2,0
2567,906,1.06,1,0,0.00,0,0,9,1
2080,369,0.53,21,8,1.14,0,0,1,0
8678,2904,1.00,6,2,1.00,1,0,11,0
4656,905,0.58,47,21,1.31,0,0,7,1
2496,867,1.04,14,3,0.60,1,0,8,1
4158,1422,1.03,8,1,0.33,2,0,9,1
2624,910,1.04,10,3,0.75,0,0,9,1
5726,1934,1.01,8,1,0.33,2,1,7,1
5773,1971,1.02,9,3,1.00,0,0,11,0
4854,1653,1.02,3,1,1.00,1,0,7,0
2610,494,0.57,32,16,1.45,3,0,6,1
3787,715,0.57,26,9,1.00,2,0,2,1
7074,2402,1.02,2,0,0.00,0,0,4,0
4665,1589,1.02,8,2,0.67,0,0,1,0
2866,992,1.04,15,3,0.60,0,0,4,0
3766,1276,1.02,2,0,0.00,0,0,12,0
2644,491,0.56,57,28,1.47,1,1,7,1
8696,2949,1.02,4,2,1.00,2,0,2,0
807,279,1.04,3,1,1.00,0,0,6,0
3063,565,0.55,25,9,1.00,2,0,6,0
4093,1399,1.02,3,1,1.00,0,0,12,0
4448,1495,1.01,5,2,1.00,0,0,9,0
5265,1791,1.02,11,4,1.00,1,0,3,0
9685,1894,0.59,27,12,1.33,2,0,4,1
9090,3080,1.02,3,1,1.00,0,0,4,0
9957,3344,1.01,11,2,0.50,0,0,10,0
3966,1371,1.04,13,4,0.80,1,1,11,0
1453,530,1.09,3,1,1.00,0,0,12,0
2992,1021,1.02,8,1,0.33,0,0,9,0
863,336,1.17,14,5,1.00,0,0,6,0
5340,1810,1.02,3,1,1.00,0,0,5,0
8463,2847,1.01,2,0,0.00,2,0,9,0
9696,3269,1.01,11,3,0.75,0,0,9,0
2650,907,1.03,7,3,1.00,0,0,3,0
5712,1948,1.02,4,2,1.00,2,0,6,0
9280,3105,1.00,13,4,0.80,1,0,5,0
4825,951,0.59,36,15,1.25,2,1,7,1
9182,3106,1.01,8,1,0.33,1,0,4,0
1254,461,1.10,4,2,1.00,0,0,8,0
964,342,1.06,7,2,0.67,0,0,7,0
6566,2202,1.01,4,2,1.00,0,0,5,0
2636,898,1.02,4,2,1.00,1,0,3,0
440,175,1.19,8,1,0.33,2,1,3,0
735,141,0.58,28,15,1.50,2,0,6,1
3305,1145,1.04,3,1,1.00,1,0,5,1
1113,407,1.10,11,2,0.50,1,0,2,1
1068,382,1.07,14,4,0.80,0,0,8,0
2786,968,1.04,7,3,1.00,0,0,8,0
2002,701,1.05,0,0,0.00,2,1,3,0
4195,1439,1.03,8,3,1.00,0,0,2,0
2703,510,0.57,25,16,1.78,3,1,6,0
1977,684,1.04,5,2,1.00,2,0,7,0
5988,2046,1.03,14,4,0.80,2,0,7,0
6265,2106,1.01,12,3,0.75,0,0,12,0
6127,2087,1.02,13,3,0.60,0,0,10,0
1280,234,0.55,38,21,1.62,0,0,6,0
3625,1249,1.03,14,5,1.00,0,0,9,1
8063,2715,1.01,1,0,0.00,0,0,2,1
6988,1350,0.58,45,17,1.13,1,1,6,1
2124,730,1.03,3,1,1.00,1,0,5,0
1960,701,1.07,13,5,1.00,1,0,3,0
2764,944,1.02,2,0,0.00,1,0,10,0
7470,2526,1.01,13,3,0.60,1,1,12,0
9371,1867,0.60,47,24,1.50,2,1,6,1
4161,1419,1.02,5,2,1.00,2,1,12,0
6920,2323,1.01,3,1,1.00,1,0,9,0
8842,2959,1.00,12,2,0.50,0,0,11,0
5155,1739,1.01,8,2,0.67,0,0,4,0
6585,2206,1.01,6,2,1.00,0,0,3,1
4183,1434,1.03,3,1,1.00,2,0,4,0
8690,2947,1.02,8,1,0.33,1,0,6,0
2758,961,1.04,12,3,0.75,1,1,10,0
9217,3100,1.01,4,2,1.00,0,0,4,0
9164,3075,1.01,15,4,0.80,0,0,12,0
7682,1490,0.58,44,15,1.00,2,1,7,0
2796,957,1.03,13,4,0.80,0,0,9,0
5218,1771,1.02,6,2,1.00,0,0,9,0
9077,1808,0.60,50,23,1.35,2,1,6,0
4923,940,0.57,56,26,1.37,0,0,7,0
6542,1293,0.59,40,18,1.29,1,1,7,1
7420,2499,1.01,5,2,1.00,0,0,11,0
8120,2743,1.01,2,0,0.00,0,0,11,0
6449,2161,1.01,7,1,0.33,2,0,1,1
9660,3230,1.00,13,4,0.80,0,0,4,0
8780,1706,0.58,27,19,2.11,2,0,7,1
5927,1181,0.60,18,7,1.17,3,1,3,1
3746,1290,1.03,11,3,0.75,1,0,5,0
5417,1833,1.01,1,0,0.00,0,0,12,0
4502,1536,1.02,0,0,0.00,1,0,6,0
5532,1893,1.03,7,1,0.33,1,1,3,0
740,273,1.11,4,2,1.00,0,0,3,1
992,344,1.04,10,3,0.75,0,0,10,1
7955,2684,1.01,8,1,0.33,0,0,2,0
6864,2303,1.01,3,1,1.00,2,0,4,0
8211,1620,0.59,43,16,1.07,3,1,6,0
7070,2395,1.02,11,3,0.75,1,1,12,0
6598,2248,1.02,1,0,0.00,0,0,6,1
5128,1748,1.02,7,3,1.00,1,0,6,0
9373,3171,1.01,1,0,0.00,0,0,7,0
1212,417,1.03,10,3,0.75,0,0,3,0
1243,444,1.07,3,1,1.00,0,0,8,0
8244,2766,1.01,7,2,0.67,2,0,11,0
4946,1692,1.03,13,5,1.00,0,0,12,0
8079,2705,1.00,14,3,0.60,0,0,6,0
3669,1262,1.03,4,2,1.00,2,1,6,0
8740,2943,1.01,8,3,1.00,0,0,5,1
7996,2699,1.01,10,4,1.00,1,0,7,0
4577,1556,1.02,7,1,0.33,2,0,3,0
547,208,1.14,3,1,1.00,0,0,6,0
1809,320,0.53,49,23,1.35,3,1,7,1
8055,2719,1.01,13,3,0.60,2,0,11,1
5674,1933,1.02,12,2,0.50,0,0,4,0
8792,1741,0.59,46,19,1.19,1,1,6,0
4758,940,0.59,46,22,1.38,3,0,7,1
4460,875,0.59,37,21,1.62,3,0,6,1
8253,1628,0.59,27,12,1.33,2,1,9,1
596,94,0.47,55,21,1.11,3,1,7,1
4469,1539,1.03,15,5,1.00,1,0,12,0
7599,2582,1.02,13,4,0.80,2,0,2,0
7723,2612,1.01,6,2,1.00,0,0,9,0
7522,2536,1.01,1,0,0.00,0,0,11,0
3832,1322,1.03,7,2,0.67,2,0,11,1
7449,2533,1.02,5,2,1.00,0,0,9,0
7613,2566,1.01,5,2,1.00,2,0,12,0
1175,418,1.07,8,2,0.67,0,0,7,1
1181,427,1.08,6,2,1.00,0,0,7,0
2368,430,0.54,23,14,1.75,3,0,1,1
6170,1222,0.59,21,12,1.71,2,1,8,1
532,209,1.17,11,2,0.50,2,0,7,1
3160,1090,1.03,2,0,0.00,0,0,12,1
962,361,1.12,1,0,0.00,2,0,11,0
3190,627,0.59,45,19,1.27,3,1,7,1
1340,494,1.11,14,4,0.80,0,0,6,0
8605,1684,0.59,60,21,1.05,1,1,6,1
3066,1061,1.04,8,3,1.00,1,0,8,0
4288,1468,1.03,0,0,0.00,0,0,1,0
4870,967,0.60,39,19,1.46,2,1,6,1
1628,312,0.57,58,23,1.15,3,1,7,1
5065,1726,1.02,1,0,0.00,1,0,7,1
4326,846,0.59,43,22,1.47,3,0,6,1
1443,503,1.05,8,2,0.67,0,0,2,0
833,316,1.14,9,1,0.33,2,0,4,1
4002,753,0.56,21,17,2.43,2,1,10,1
3624,1219,1.01,4,2,1.00,0,0,10,0
9940,3356,1.01,1,0,0.00,1,0,3,0
4431,1525,1.03,14,4,0.80,0,0,2,0
3605,682,0.57,46,17,1.06,1,1,6,1
8231,2779,1.01,0,0,0.00,2,0,8,0
6520,2197,1.01,6,2,1.00,1,0,3,0
4016,1351,1.01,9,1,0.33,0,0,6,0
3458,1202,1.04,7,1,0.33,2,0,12,0
3627,702,0.58,58,20,1.00,2,1,7,1
1532,535,1.05,8,3,1.00,0,0,10,0
793,311,1.17,8,2,0.67,1,0,5,0
2011,387,0.58,25,18,2.00,1,1,6,1
7678,2577,1.01,7,2,0.67,0,0,9,1
9180,3074,1.00,14,5,1.00,0,0,7,0
1199,413,1.03,3,1,1.00,0,0,10,0
